invoice_no,customer_id,country,order_date,n_line_items,total_quantity,order_value
560033,12388,Australia,2011-07-14,35,429,902.09
560034,13933,United Kingdom,2011-07-14,14,113,300.99
560035,17706,United Kingdom,2011-07-14,72,865,2204.36
560036,14911,EIRE,2011-07-14,47,688,1147.1
560038,12709,Germany,2011-07-14,13,300,875.28
560041,14156,EIRE,2011-07-14,27,177,604.97
560042,17068,United Kingdom,2011-07-14,11,88,170.45
560047,17259,United Kingdom,2011-07-14,34,135,221.73
560048,13515,United Kingdom,2011-07-14,9,127,132.16
560049,14857,United Kingdom,2011-07-14,29,188,522.52
560051,15306,United Kingdom,2011-07-14,17,278,344.62
560052,15187,United Kingdom,2011-07-14,16,248,413.64
560053,17612,United Kingdom,2011-07-14,13,261,366.31
560078,16040,United Kingdom,2011-07-14,24,224,453.75
560079,15521,United Kingdom,2011-07-14,26,465,449.2
560080,17450,United Kingdom,2011-07-14,10,1632,3279.36
560086,15839,United Kingdom,2011-07-14,20,234,299.18
560087,18172,United Kingdom,2011-07-14,1,128,326.4
560088,15114,United Kingdom,2011-07-14,10,244,135.62
560089,12748,United Kingdom,2011-07-14,13,32,82.53
560093,14461,United Kingdom,2011-07-14,14,163,356.84
560094,18109,United Kingdom,2011-07-14,16,490,408.22
560095,17848,United Kingdom,2011-07-14,5,6,30.5
560096,13538,United Kingdom,2011-07-14,3,12,95.4
560097,13050,United Kingdom,2011-07-14,19,256,339.38
560098,16907,United Kingdom,2011-07-14,20,50,127.88
560101,14891,United Kingdom,2011-07-14,6,71,105.0
560102,13994,United Kingdom,2011-07-14,17,96,288.57
560103,17837,United Kingdom,2011-07-14,13,47,130.26
560104,17921,United Kingdom,2011-07-14,32,87,159.3
560105,16794,United Kingdom,2011-07-14,51,263,222.13
560106,17554,United Kingdom,2011-07-14,49,747,772.43
560107,12928,United Kingdom,2011-07-15,16,204,356.1
560108,16979,United Kingdom,2011-07-15,8,42,208.5
560109,13491,United Kingdom,2011-07-15,6,54,56.82
560115,17841,United Kingdom,2011-07-15,31,72,180.8
560118,16818,United Kingdom,2011-07-15,21,246,418.96
560119,12815,Poland,2011-07-15,15,138,368.1
560120,14907,United Kingdom,2011-07-15,45,569,971.13
560122,14332,United Kingdom,2011-07-15,2,48,119.04
560125,18118,United Kingdom,2011-07-15,53,63,136.68
560145,13381,United Kingdom,2011-07-15,34,332,709.74
560180,14640,United Kingdom,2011-07-15,6,57,185.07
560181,16621,United Kingdom,2011-07-15,5,45,118.71
560182,12971,United Kingdom,2011-07-15,3,203,254.35
560183,12971,United Kingdom,2011-07-15,3,132,105.6
560184,12971,United Kingdom,2011-07-15,4,54,52.98
560185,14676,United Kingdom,2011-07-15,11,744,542.4
560186,17266,United Kingdom,2011-07-15,17,27,113.06
560188,18229,United Kingdom,2011-07-15,9,144,322.2
560190,15737,United Kingdom,2011-07-15,10,74,168.2
560191,16203,United Kingdom,2011-07-15,4,16,60.0
560199,17948,United Kingdom,2011-07-15,1,144,358.56
560200,13184,United Kingdom,2011-07-15,1,24,30.0
560201,17061,United Kingdom,2011-07-15,4,86,329.3
560202,12712,Germany,2011-07-15,12,115,704.05
560203,15311,United Kingdom,2011-07-15,24,286,472.81
560204,12971,United Kingdom,2011-07-15,3,36,154.2
560205,17068,United Kingdom,2011-07-15,1,10,16.5
560207,15301,United Kingdom,2011-07-15,19,123,410.85
560209,15004,United Kingdom,2011-07-15,153,629,1245.93
560210,14958,United Kingdom,2011-07-15,8,20,107.4
560211,12621,Germany,2011-07-15,27,294,507.06
560212,14722,United Kingdom,2011-07-15,28,120,187.92
560222,14293,United Kingdom,2011-07-15,18,165,231.39
560223,16904,United Kingdom,2011-07-15,30,73,187.39
560224,14572,United Kingdom,2011-07-15,45,248,400.76
560228,17750,United Kingdom,2011-07-15,29,721,298.91
560229,14013,United Kingdom,2011-07-17,11,114,155.3
560230,12600,Germany,2011-07-17,8,105,309.23
560231,13305,United Kingdom,2011-07-17,9,133,250.95
560232,14810,United Kingdom,2011-07-17,20,114,238.4
560233,16813,United Kingdom,2011-07-17,47,477,247.44
560234,16180,United Kingdom,2011-07-17,24,1104,1885.1
560235,14060,United Kingdom,2011-07-17,9,118,189.58
560236,15206,United Kingdom,2011-07-17,2,12,35.4
560237,15281,United Kingdom,2011-07-17,3,13,49.55
560238,17725,United Kingdom,2011-07-17,18,208,307.5
560239,13507,United Kingdom,2011-07-17,82,751,1242.38
560240,15716,United Kingdom,2011-07-17,25,96,216.37
560241,13967,United Kingdom,2011-07-17,2,42,80.7
560244,16931,United Kingdom,2011-07-17,55,243,268.76
560246,14292,United Kingdom,2011-07-17,15,328,1353.1
560247,14292,United Kingdom,2011-07-17,5,34,111.9
560248,16255,United Kingdom,2011-07-17,43,330,438.76
560249,17571,United Kingdom,2011-07-17,28,236,201.25
560250,14659,United Kingdom,2011-07-17,28,117,259.79
560251,17774,United Kingdom,2011-07-17,55,219,394.88
560252,13468,United Kingdom,2011-07-17,9,61,115.87
560253,13993,United Kingdom,2011-07-17,22,199,535.59
560254,16678,United Kingdom,2011-07-17,19,322,236.94
560255,16054,United Kingdom,2011-07-17,70,380,783.9
560256,14462,United Kingdom,2011-07-17,24,68,140.76
560257,13340,United Kingdom,2011-07-17,17,703,810.09
560258,13340,United Kingdom,2011-07-17,8,152,482.8
560259,13654,United Kingdom,2011-07-17,41,723,541.43
560260,14044,United Kingdom,2011-07-17,57,70,171.44
560261,12841,United Kingdom,2011-07-17,21,138,207.16
560262,14224,United Kingdom,2011-07-17,16,162,368.18
560263,16342,United Kingdom,2011-07-17,4,76,89.26
560264,12833,United Kingdom,2011-07-17,24,156,417.38
560265,17863,United Kingdom,2011-07-17,22,499,413.38
560266,17389,United Kingdom,2011-07-17,6,66,338.7
560267,13880,United Kingdom,2011-07-17,6,32,129.5
560268,13880,United Kingdom,2011-07-17,10,103,211.69
560269,16168,United Kingdom,2011-07-17,4,76,148.16
560270,16744,United Kingdom,2011-07-17,27,99,131.73
560271,16474,United Kingdom,2011-07-17,82,204,355.57
560272,12691,France,2011-07-17,5,46,132.1
560273,14895,United Kingdom,2011-07-17,22,210,372.3
560274,14895,United Kingdom,2011-07-17,7,65,91.73
560275,14895,United Kingdom,2011-07-17,1,4,15.0
560276,14606,United Kingdom,2011-07-17,27,110,108.44
560277,15467,United Kingdom,2011-07-17,9,54,114.14
560278,13610,United Kingdom,2011-07-17,42,93,173.39
560279,14198,United Kingdom,2011-07-17,9,63,173.65
560280,16422,United Kingdom,2011-07-17,6,1002,705.3
560281,17984,United Kingdom,2011-07-17,48,98,152.68
560282,14758,United Kingdom,2011-07-18,14,100,277.12
560284,13705,United Kingdom,2011-07-18,11,134,204.54
560285,14944,United Kingdom,2011-07-18,29,382,675.7
560286,14062,United Kingdom,2011-07-18,6,236,898.44
560287,13821,United Kingdom,2011-07-18,17,43,115.49
560288,15845,United Kingdom,2011-07-18,21,354,563.42
560295,16681,United Kingdom,2011-07-18,9,316,456.84
560299,17593,United Kingdom,2011-07-18,31,676,747.78
560300,14911,EIRE,2011-07-18,67,1202,800.46
560302,14397,United Kingdom,2011-07-18,1,6,47.7
560305,16511,United Kingdom,2011-07-18,38,151,241.95
560355,15906,United Kingdom,2011-07-18,6,17,114.55
560356,16875,United Kingdom,2011-07-18,13,97,333.11
560357,15527,United Kingdom,2011-07-18,11,84,183.5
560359,14159,United Kingdom,2011-07-18,92,298,337.43
560360,12744,Singapore,2011-07-18,75,2160,3949.32
560361,13488,United Kingdom,2011-07-18,19,179,272.81
560362,13488,United Kingdom,2011-07-18,10,138,150.78
560363,12589,France,2011-07-18,9,82,113.5
560364,16705,United Kingdom,2011-07-18,33,480,1585.94
560366,16859,United Kingdom,2011-07-18,34,451,487.97
560368,17841,United Kingdom,2011-07-18,113,384,728.06
560381,14733,United Kingdom,2011-07-18,13,160,378.16
560382,17389,United Kingdom,2011-07-18,1,12,119.4
560383,16762,United Kingdom,2011-07-18,13,143,314.15
560385,14583,United Kingdom,2011-07-18,60,147,310.49
560387,14667,United Kingdom,2011-07-18,18,109,179.41
560392,13911,United Kingdom,2011-07-18,8,430,217.6
560393,14808,United Kingdom,2011-07-18,49,466,470.84
560394,14390,United Kingdom,2011-07-18,39,310,556.58
560397,17652,United Kingdom,2011-07-18,21,204,364.14
560398,12731,France,2011-07-18,32,838,1734.58
560410,17213,United Kingdom,2011-07-18,31,287,530.47
560412,12748,United Kingdom,2011-07-18,27,132,207.94
560415,15152,United Kingdom,2011-07-18,17,136,304.52
560416,14798,United Kingdom,2011-07-18,2,28,21.72
560417,16011,United Kingdom,2011-07-18,9,108,147.18
560422,16746,United Kingdom,2011-07-18,17,162,300.18
560426,14038,United Kingdom,2011-07-18,20,200,370.1
560432,13327,United Kingdom,2011-07-18,15,198,484.1
560437,13940,United Kingdom,2011-07-18,15,100,218.62
560441,14029,United Kingdom,2011-07-18,6,24,165.2
560442,15860,United Kingdom,2011-07-18,14,36,120.23
560443,14776,United Kingdom,2011-07-18,7,202,201.96
560444,13764,United Kingdom,2011-07-18,64,308,445.74
560445,14156,EIRE,2011-07-19,60,5726,11134.34
560446,14156,EIRE,2011-07-19,3,496,532.32
560447,13756,United Kingdom,2011-07-19,13,229,525.03
560448,12840,United Kingdom,2011-07-19,23,352,576.0
560449,14732,United Kingdom,2011-07-19,14,220,335.1
560450,14117,United Kingdom,2011-07-19,3,72,90.0
560451,14911,EIRE,2011-07-19,68,762,1527.0
560452,12682,France,2011-07-19,4,32,81.6
560453,13209,United Kingdom,2011-07-19,53,868,1198.38
560454,12947,United Kingdom,2011-07-19,14,84,224.3
560469,12971,United Kingdom,2011-07-19,1,37,220.15
560473,12431,Australia,2011-07-19,23,174,483.02
560483,12955,United Kingdom,2011-07-19,15,350,355.54
560491,12415,Australia,2011-07-19,57,97,158.65
560499,16713,United Kingdom,2011-07-19,32,371,460.14
560500,17975,United Kingdom,2011-07-19,14,52,131.66
560501,16475,United Kingdom,2011-07-19,4,92,91.4
560503,17682,United Kingdom,2011-07-19,19,166,362.82
560504,13081,United Kingdom,2011-07-19,178,3089,4406.61
560523,15462,United Kingdom,2011-07-19,2,48,64.8
560527,15727,United Kingdom,2011-07-19,30,372,470.95
560534,14911,EIRE,2011-07-19,24,256,340.98
560535,13167,United Kingdom,2011-07-19,13,367,242.91
560536,16626,United Kingdom,2011-07-19,7,81,123.15
560537,17779,United Kingdom,2011-07-19,34,248,323.09
560538,16128,United Kingdom,2011-07-19,18,192,306.4
560539,16745,United Kingdom,2011-07-19,25,408,513.48
560544,12569,Germany,2011-07-19,4,25,60.65
560545,12569,Germany,2011-07-19,5,56,87.6
560546,17867,United Kingdom,2011-07-19,2,39,232.05
560547,17419,United Kingdom,2011-07-19,29,241,614.2
560548,17867,United Kingdom,2011-07-19,1,42,121.38
560549,12664,Finland,2011-07-19,8,186,573.9
560551,18041,United Kingdom,2011-07-19,23,50,109.01
560552,15311,United Kingdom,2011-07-19,40,505,750.93
560553,13991,United Kingdom,2011-07-19,7,83,126.35
560554,16232,United Kingdom,2011-07-19,12,207,358.57
560555,14178,United Kingdom,2011-07-19,47,121,115.52
560557,18101,United Kingdom,2011-07-19,13,25,110.23
560562,15713,United Kingdom,2011-07-19,10,91,185.55
560566,12662,Germany,2011-07-19,29,192,395.66
560568,13895,United Kingdom,2011-07-19,30,248,554.84
560569,12480,Germany,2011-07-19,36,331,503.68
560570,16112,United Kingdom,2011-07-19,4,40,36.56
560571,17735,United Kingdom,2011-07-19,34,464,729.07
560576,17287,United Kingdom,2011-07-19,27,110,202.07
560577,18223,United Kingdom,2011-07-19,14,173,471.27
560579,15867,United Kingdom,2011-07-19,47,229,561.09
560580,14088,United Kingdom,2011-07-19,84,2565,8801.51
560581,12901,United Kingdom,2011-07-19,6,1074,611.76
560582,12875,United Kingdom,2011-07-19,1,291,49.47
560584,13827,United Kingdom,2011-07-19,28,32,112.74
560586,13631,United Kingdom,2011-07-19,1,96,667.2
560587,13631,United Kingdom,2011-07-19,1,10,60.0
560590,12560,Germany,2011-07-19,76,812,1292.31
560592,13225,United Kingdom,2011-07-19,2,296,557.68
560595,16656,United Kingdom,2011-07-19,5,868,814.48
560596,13199,United Kingdom,2011-07-19,4,172,186.2
560597,13798,United Kingdom,2011-07-19,2,128,326.4
560598,17096,United Kingdom,2011-07-19,14,63,310.45
560599,14609,United Kingdom,2011-07-19,1,3186,191.16
560601,16764,United Kingdom,2011-07-19,72,95,176.68
560602,13629,United Kingdom,2011-07-20,20,222,336.36
560603,18180,United Kingdom,2011-07-20,19,173,300.65
560604,15251,United Kingdom,2011-07-20,5,248,464.72
560605,17306,United Kingdom,2011-07-20,4,712,611.24
560606,17422,United Kingdom,2011-07-20,19,321,293.07
560607,12510,Spain,2011-07-20,3,56,217.52
560634,16133,United Kingdom,2011-07-20,12,360,421.44
560635,12521,Germany,2011-07-20,37,306,545.68
560640,13854,United Kingdom,2011-07-20,4,64,313.76
560641,15587,United Kingdom,2011-07-20,2,36,111.96
560642,17866,United Kingdom,2011-07-20,9,174,329.65
560644,16271,United Kingdom,2011-07-20,40,357,460.39
560646,18102,United Kingdom,2011-07-20,7,581,2365.91
560648,18102,United Kingdom,2011-07-20,7,175,710.25
560650,15529,United Kingdom,2011-07-20,88,429,466.87
560686,15632,United Kingdom,2011-07-20,15,207,385.57
560688,16393,United Kingdom,2011-07-20,19,89,153.34
560689,15039,United Kingdom,2011-07-20,27,114,312.9
560690,16807,United Kingdom,2011-07-20,30,299,469.76
560691,13136,United Kingdom,2011-07-20,29,335,533.04
560692,14704,United Kingdom,2011-07-20,34,55,111.04
560693,13136,United Kingdom,2011-07-20,6,66,119.18
560694,12757,Portugal,2011-07-20,28,457,835.65
560695,14101,United Kingdom,2011-07-20,5,556,785.0
560696,14606,United Kingdom,2011-07-20,31,45,111.49
560697,14401,United Kingdom,2011-07-20,12,368,227.92
560698,16353,United Kingdom,2011-07-20,16,213,664.83
560700,17229,United Kingdom,2011-07-20,32,108,157.71
560701,16729,United Kingdom,2011-07-20,27,265,299.28
560710,14646,Netherlands,2011-07-20,9,9,11.02
560711,17841,United Kingdom,2011-07-20,55,114,193.23
560712,14456,United Kingdom,2011-07-20,40,76,116.13
560713,16774,United Kingdom,2011-07-20,11,56,160.8
560714,14456,United Kingdom,2011-07-20,13,20,26.25
560715,13549,United Kingdom,2011-07-20,7,47,132.95
560716,17675,United Kingdom,2011-07-20,70,600,1532.76
560718,17677,United Kingdom,2011-07-20,26,1005,1682.59
560720,17677,United Kingdom,2011-07-20,1,2,17.0
560721,17677,United Kingdom,2011-07-20,2,24,29.76
560723,16464,United Kingdom,2011-07-20,88,316,385.0
560724,16186,United Kingdom,2011-07-20,29,464,534.34
560725,16186,United Kingdom,2011-07-20,4,54,59.7
560726,17962,United Kingdom,2011-07-20,33,128,102.83
560727,13571,United Kingdom,2011-07-20,23,148,126.58
560728,12520,Germany,2011-07-20,18,152,312.29
560729,17511,United Kingdom,2011-07-20,50,3237,5433.57
560731,16149,United Kingdom,2011-07-20,11,168,163.68
560732,14056,United Kingdom,2011-07-20,50,196,341.03
560734,15298,United Kingdom,2011-07-20,1,360,990.0
560736,15260,United Kingdom,2011-07-20,13,190,345.14
560742,14755,United Kingdom,2011-07-20,16,139,312.9
560754,17754,United Kingdom,2011-07-20,13,496,310.82
560776,13995,United Kingdom,2011-07-21,28,341,408.25
560781,13969,United Kingdom,2011-07-21,8,155,353.02
560782,14769,United Kingdom,2011-07-21,26,317,337.93
560783,15108,European Community,2011-07-21,28,331,616.8
560790,14051,United Kingdom,2011-07-21,8,168,902.4
560791,14688,United Kingdom,2011-07-21,7,133,116.81
560792,15189,United Kingdom,2011-07-21,7,110,685.5
560805,14259,United Kingdom,2011-07-21,5,68,120.0
560807,18143,United Kingdom,2011-07-21,29,308,480.18
560820,17811,United Kingdom,2011-07-21,11,127,146.66
560821,17848,United Kingdom,2011-07-21,2,11,109.45
560824,17935,United Kingdom,2011-07-21,26,77,134.57
560826,18073,United Kingdom,2011-07-21,7,418,512.94
560827,14517,United Kingdom,2011-07-21,14,73,252.45
560828,14298,United Kingdom,2011-07-21,65,2316,1088.86
560829,17694,United Kingdom,2011-07-21,15,184,283.12
560833,16891,United Kingdom,2011-07-21,31,66,205.66
560834,16523,United Kingdom,2011-07-21,11,204,484.4
560839,14527,United Kingdom,2011-07-21,12,23,121.54
560841,14298,United Kingdom,2011-07-21,99,2169,2569.55
560843,14298,United Kingdom,2011-07-21,1,60,99.0
560844,14298,United Kingdom,2011-07-21,2,24,74.88
560845,15570,United Kingdom,2011-07-21,21,202,301.26
560853,15311,United Kingdom,2011-07-21,33,260,460.7
560854,13098,United Kingdom,2011-07-21,16,300,473.1
560856,16607,United Kingdom,2011-07-21,27,431,421.7
560858,14403,United Kingdom,2011-07-21,2,100,295.8
560859,13668,United Kingdom,2011-07-21,8,37,87.3
560861,17660,United Kingdom,2011-07-21,37,130,196.0
560862,14085,United Kingdom,2011-07-21,43,209,287.83
560863,12748,United Kingdom,2011-07-21,27,72,127.83
560864,14407,United Kingdom,2011-07-21,24,680,475.36
560868,14866,United Kingdom,2011-07-21,23,23,82.92
560870,13157,United Kingdom,2011-07-21,18,314,375.26
560871,14745,United Kingdom,2011-07-21,1,10,20.8
560872,14745,United Kingdom,2011-07-21,19,269,338.03
560873,13881,United Kingdom,2011-07-21,7,309,563.07
560875,13562,United Kingdom,2011-07-21,29,294,606.46
560876,12626,Germany,2011-07-21,35,516,1051.06
560878,14410,United Kingdom,2011-07-21,40,138,201.18
560879,16654,United Kingdom,2011-07-21,5,62,64.02
560881,17965,United Kingdom,2011-07-21,9,18,56.3
560882,17213,United Kingdom,2011-07-21,19,148,312.59
560883,13694,United Kingdom,2011-07-21,13,793,452.71
560884,13694,United Kingdom,2011-07-21,7,600,890.0
560885,16188,United Kingdom,2011-07-21,13,206,189.26
560886,16041,United Kingdom,2011-07-21,1,100,675.0
560887,16041,United Kingdom,2011-07-21,4,944,2064.8
560888,15380,United Kingdom,2011-07-21,16,138,352.46
560891,15106,United Kingdom,2011-07-21,19,262,254.38
560892,13089,United Kingdom,2011-07-21,35,498,877.36
560893,13804,United Kingdom,2011-07-21,18,206,310.34
560894,14911,EIRE,2011-07-21,19,269,751.75
560895,13089,United Kingdom,2011-07-21,41,841,1021.92
560896,15623,United Kingdom,2011-07-21,19,125,301.03
560897,12971,United Kingdom,2011-07-21,2,48,139.2
560901,12476,Germany,2011-07-21,31,297,620.57
560906,15827,United Kingdom,2011-07-21,10,52,173.8
560908,15827,United Kingdom,2011-07-21,5,80,86.24
560911,17961,United Kingdom,2011-07-21,9,23,41.1
560913,17961,United Kingdom,2011-07-21,1,1,4.25
560914,17175,United Kingdom,2011-07-21,16,130,310.93
560915,13313,United Kingdom,2011-07-21,16,156,308.6
560916,14911,EIRE,2011-07-21,9,228,275.64
560917,17949,United Kingdom,2011-07-21,1,109,833.85
560918,14849,United Kingdom,2011-07-21,42,567,813.89
560919,15971,United Kingdom,2011-07-21,1,100,430.0
560920,15370,United Kingdom,2011-07-21,17,149,385.52
560921,16224,United Kingdom,2011-07-21,22,313,322.67
560922,14911,EIRE,2011-07-21,11,146,210.9
560924,15061,United Kingdom,2011-07-22,4,472,647.92
560925,15061,United Kingdom,2011-07-22,10,336,1665.2
560927,13078,United Kingdom,2011-07-22,21,202,572.93
560928,14852,United Kingdom,2011-07-22,21,266,425.96
560929,16866,United Kingdom,2011-07-22,5,27,53.79
560930,15829,United Kingdom,2011-07-22,26,420,325.44
560931,16365,United Kingdom,2011-07-22,6,52,175.05
560934,16722,United Kingdom,2011-07-22,14,272,374.28
560937,17920,United Kingdom,2011-07-22,57,130,218.56
560942,15005,United Kingdom,2011-07-22,32,134,164.92
560972,14209,United Kingdom,2011-07-22,15,138,438.5
560974,14426,United Kingdom,2011-07-22,26,275,508.25
560975,14426,United Kingdom,2011-07-22,8,100,167.4
560976,18146,United Kingdom,2011-07-22,6,126,83.7
560977,16839,United Kingdom,2011-07-22,14,308,422.4
560978,15815,United Kingdom,2011-07-22,21,446,480.62
560979,15232,United Kingdom,2011-07-22,18,372,310.36
560980,16107,United Kingdom,2011-07-22,3,88,318.8
560988,15854,United Kingdom,2011-07-22,5,62,356.0
560989,15704,United Kingdom,2011-07-22,41,346,748.14
560991,12438,Norway,2011-07-22,48,583,770.07
560992,18161,United Kingdom,2011-07-22,9,70,224.94
560994,15704,United Kingdom,2011-07-22,2,20,38.16
560996,17625,United Kingdom,2011-07-22,98,465,685.1
560997,12627,Germany,2011-07-22,39,422,696.02
560998,14243,United Kingdom,2011-07-22,14,110,214.62
561001,16711,United Kingdom,2011-07-22,7,149,311.07
561002,13750,United Kingdom,2011-07-22,1,96,325.44
561003,13079,United Kingdom,2011-07-22,1,4,23.8
561004,15189,United Kingdom,2011-07-22,8,89,304.87
